"prodcode"	"dmdcode"	"gemscriptcode"	"productname"	"drugsubstance"	"strength"	"formulation"	"route"	"bnfcode"	"bnfchapter"
"31053"	"9508011000001106"	"89640020"	"Tilofyl 25micrograms/hour transdermal patches (Tillomed Laboratories Ltd)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"35330"	"36119811000001108"	"92117020"	"Fentanyl 100micrograms/2ml solution for injection ampoules"	"Fentanyl citrate"	"50microgram/1ml"	"Solution for injection"	"Intramuscular/Intravenous"	"04070200/15010403"	"Opioid Analgesics/Opioid Analgesics (in Anaesthesia)"
"35853"	"36120111000001100"	"92119020"	"Fentanyl 500micrograms/10ml solution for injection ampoules"	"Fentanyl citrate"	"50microgram/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"04070200/15010403"	"Opioid Analgesics/Opioid Analgesics (in Anaesthesia)"
"35968"	"11084911000001106"	"92585020"	"Matrifen 25micrograms/hour transdermal patches (Teva UK Ltd)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"36040"	"11085911000001105"	"92593020"	"Matrifen 100micrograms/hour transdermal patches (Teva UK Ltd)"	"Fentanyl"	"100microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"36211"	"11085311000001109"	"92587020"	"Matrifen 50micrograms/hour transdermal patches (Teva UK Ltd)"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"37719"	"12875111000001103"	"94499020"	"Fentalis Reservoir 100micrograms/hour transdermal patches (Sandoz Ltd)"	"Fentanyl"	"100microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"37779"	"12874811000001109"	"94493020"	"Fentalis Reservoir 25micrograms/hour transdermal patches (Sandoz Ltd)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"37923"	"12874911000001104"	"94495020"	"Fentalis Reservoir 50micrograms/hour transdermal patches (Sandoz Ltd)"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"37928"	"11084511000001104"	"92583020"	"Matrifen 12micrograms/hour transdermal patches (Teva UK Ltd)"	"Fentanyl"	"12microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"37954"	"12881511000001103"	"94501020"	"Mezolar Matrix 12micrograms/hour transdermal patches (Sandoz Ltd)"	"Fentanyl"	"12microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"37960"	"13567711000001108"	"94639020"	"Osmach 50micrograms/hour transdermal patches (Teva UK Ltd)"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"37968"	"421136001"	"94469020"	"Fentanyl 40micrograms/dose transdermal system"	"Fentanyl"	"40microgram/1dose"	"Transdermal system"	"Transdermal"	"04070200"	"Opioid Analgesics"
"38031"	"12881711000001108"	"94503020"	"Mezolar Matrix 25micrograms/hour transdermal patches (Sandoz Ltd)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"38183"	"333988009"	"84928020"	"Remifentanil 1mg powder for solution for injection vials"	"Remifentanyl hydrochloride"	"1mg"	"Powder for solution for injection"	"Intravenous"	"15010403"	"Opioid Analgesics (in Anaesthesia)"
"38326"	"12882411000001107"	"94507020"	"Mezolar Matrix 75micrograms/hour transdermal patches (Sandoz Ltd)"	"Fentanyl"	"75microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"38351"	"11085711000001108"	"92589020"	"Matrifen 75micrograms/hour transdermal patches (Teva UK Ltd)"	"Fentanyl"	"75microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"38365"	"12875011000001104"	"94497020"	"Fentalis Reservoir 75micrograms/hour transdermal patches (Sandoz Ltd)"	"Fentanyl"	"75microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"38553"	"12882611000001105"	"94509020"	"Mezolar Matrix 100micrograms/hour transdermal patches (Sandoz Ltd)"	"Fentanyl"	"100microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"39084"	"13568111000001108"	"94643020"	"Osmach 100micrograms/hour transdermal patches (Ratiopharm UK Ltd)"	"Fentanyl"	"100microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"39180"	"12882011000001103"	"94505020"	"Mezolar Matrix 50micrograms/hour transdermal patches (Sandoz Ltd)"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"39251"	"13567511000001103"	"94637020"	"Osmach 25micrograms/hour transdermal patches (Teva UK Ltd)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"39469"	"14951911000001104"	"96297020"	"Fentanyl 100microgram sublingual tablets sugar free"	"Fentanyl citrate"	"100microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"39518"	"14948311000001105"	"96309020"	"Abstral 100microgram sublingual tablets (Kyowa Kirin Ltd)"	"Fentanyl citrate"	"100microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"39590"	"14952011000001106"	"96299020"	"Fentanyl 200microgram sublingual tablets sugar free"	"Fentanyl citrate"	"200microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"39723"	"14973311000001101"	"96369020"	"Fentanyl 100microgram buccal tablets sugar free"	"Fentanyl citrate"	"100microgram"	"Buccal tablet"	"Buccal"	"04070200"	"Opioid Analgesics"
"39746"	"14971111000001104"	"96379020"	"Effentora 100microgram buccal tablets (Teva UK Ltd)"	"Fentanyl citrate"	"100microgram"	"Buccal tablet"	"Buccal"	"04070200"	"Opioid Analgesics"
"39756"	"14950411000001103"	"96311020"	"Abstral 200microgram sublingual tablets (Kyowa Kirin Ltd)"	"Fentanyl citrate"	"200microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"39799"	"14948711000001109"	"96319020"	"Abstral 800microgram sublingual tablets (Kyowa Kirin Ltd)"	"Fentanyl citrate"	"800microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"39929"	"14971411000001109"	"96381020"	"Effentora 200microgram buccal tablets (Teva UK Ltd)"	"Fentanyl citrate"	"200microgram"	"Buccal tablet"	"Buccal"	"04070200"	"Opioid Analgesics"
"39987"	"14949411000001106"	"96315020"	"Abstral 400microgram sublingual tablets (Kyowa Kirin Ltd)"	"Fentanyl citrate"	"400microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"40018"	"14973411000001108"	"96371020"	"Fentanyl 200microgram buccal tablets sugar free"	"Fentanyl citrate"	"200microgram"	"Buccal tablet"	"Buccal"	"04070200"	"Opioid Analgesics"
"40098"	"14952211000001101"	"96303020"	"Fentanyl 400microgram sublingual tablets sugar free"	"Fentanyl citrate"	"400microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"40128"	"14971711000001103"	"96383020"	"Effentora 400microgram buccal tablets (Teva UK Ltd)"	"Fentanyl citrate"	"400microgram"	"Buccal tablet"	"Buccal"	"04070200"	"Opioid Analgesics"
"40434"	"14972811000001102"	"96385020"	"Effentora 600microgram buccal tablets (Teva UK Ltd)"	"Fentanyl citrate"	"600microgram"	"Buccal tablet"	"Buccal"	"04070200"	"Opioid Analgesics"
"40508"	"14949011000001102"	"96317020"	"Abstral 600microgram sublingual tablets (Kyowa Kirin Ltd)"	"Fentanyl citrate"	"600microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"40576"	"14973511000001107"	"96373020"	"Fentanyl 400microgram buccal tablets sugar free"	"Fentanyl citrate"	"400microgram"	"Buccal tablet"	"Buccal"	"04070200"	"Opioid Analgesics"
"40940"	"14952111000001107"	"96301020"	"Fentanyl 300microgram sublingual tablets sugar free"	"Fentanyl citrate"	"300microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"40957"	"14972311000001106"	"96387020"	"Effentora 800microgram buccal tablets (Teva UK Ltd)"	"Fentanyl citrate"	"800microgram"	"Buccal tablet"	"Buccal"	"04070200"	"Opioid Analgesics"
"41135"	"16037811000001102"	"97501020"	"Fentanyl 50micrograms/dose nasal spray"	"Fentanyl citrate"	"50microgram/1dose"	"Spray"	"Nasal"	"04070200"	"Opioid Analgesics"
"41161"	"13567911000001105"	"94641020"	"Osmach 75micrograms/hour transdermal patches (Teva UK Ltd)"	"Fentanyl"	"75microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"41286"	"14949911000001103"	"96313020"	"Abstral 300microgram sublingual tablets (Kyowa Kirin Ltd)"	"Fentanyl citrate"	"300microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"41348"	"14952311000001109"	"96305020"	"Fentanyl 600microgram sublingual tablets sugar free"	"Fentanyl citrate"	"600microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"42021"	"15363811000001104"	"96760020"	"Victanyl 100micrograms/hour transdermal patches (Actavis UK Ltd)"	"Fentanyl"	"100microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"42399"	"14952411000001102"	"96307020"	"Fentanyl 800microgram sublingual tablets sugar free"	"Fentanyl citrate"	"800microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"42538"	"14973611000001106"	"96375020"	"Fentanyl 600microgram buccal tablets sugar free"	"Fentanyl citrate"	"600microgram"	"Buccal tablet"	"Buccal"	"04070200"	"Opioid Analgesics"
"42576"	"15363611000001103"	"96758020"	"Victanyl 75micrograms/hour transdermal patches (Actavis UK Ltd)"	"Fentanyl"	"75microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"42590"	"15302811000001106"	"96730020"	"Osmanil 75micrograms/hour transdermal patches (Zentiva)"	"Fentanyl"	"75microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"42591"	"15302411000001109"	"96726020"	"Osmanil 25micrograms/hour transdermal patches (Zentiva)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"43089"	"16034711000001103"	"97509020"	"Instanyl 100micrograms/dose nasal spray (Takeda UK Ltd)"	"Fentanyl citrate"	"100microgram/1dose"	"Spray"	"Nasal"	"04070200"	"Opioid Analgesics"
"43152"	"15302611000001107"	"96728020"	"Osmanil 50micrograms/hour transdermal patches (Zentiva)"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"43617"	"16035311000001103"	"97511020"	"Instanyl 200micrograms/dose nasal spray (Takeda UK Ltd)"	"Fentanyl citrate"	"200microgram/1dose"	"Spray"	"Nasal"	"04070200"	"Opioid Analgesics"
"43812"	"4522311000001102"	"92123020"	"Sublimaze 500micrograms/10ml solution for injection ampoules (Janssen-Cilag Ltd)"	"Fentanyl citrate"	"50microgram/1ml"	"Solution for injection"	"Intravenous/Intramuscular"	"04070200/15010403"	"Opioid Analgesics/Opioid Analgesics (in Anaesthesia)"
"44487"	"16088911000001101"	"97525020"	"Osmanil 12micrograms/hour transdermal patches (Zentiva)"	"Fentanyl"	"12microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"44837"	"15363411000001101"	"96756020"	"Victanyl 50micrograms/hour transdermal patches (Actavis UK Ltd)"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"45092"	"16037711000001105"	"97505020"	"Fentanyl 200micrograms/dose nasal spray"	"Fentanyl citrate"	"200microgram/1dose"	"Spray"	"Nasal"	"04070200"	"Opioid Analgesics"
"45439"	"17668011000001105"	"98963020"	"PecFent 100micrograms/dose nasal spray (Kyowa Kirin Ltd)"	"Fentanyl citrate"	"100microgram/1dose"	"Spray"	"Nasal"	"04070200"	"Opioid Analgesics"
"45460"	"15303011000001109"	"96732020"	"Osmanil 100micrograms/hour transdermal patches (Zentiva)"	"Fentanyl"	"100microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"45549"	"15363211000001100"	"96754020"	"Victanyl 25micrograms/hour transdermal patches (Actavis UK Ltd)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"45598"	"16034111000001104"	"97507020"	"Instanyl 50micrograms/dose nasal spray (Takeda UK Ltd)"	"Fentanyl citrate"	"50microgram/1dose"	"Spray"	"Nasal"	"04070200"	"Opioid Analgesics"
"45894"	"16037611000001101"	"97503020"	"Fentanyl 100micrograms/dose nasal spray"	"Fentanyl citrate"	"100microgram/1dose"	"Spray"	"Nasal"	"04070200"	"Opioid Analgesics"
"46354"	"17668511000001102"	"98965020"	"PecFent 400micrograms/dose nasal spray (Kyowa Kirin Ltd)"	"Fentanyl citrate"	"400microgram/1dose"	"Spray"	"Nasal"	"04070200"	"Opioid Analgesics"
"46555"	"14973711000001102"	"96377020"	"Fentanyl 800microgram buccal tablets sugar free"	"Fentanyl citrate"	"800microgram"	"Buccal tablet"	"Buccal"	"04070200"	"Opioid Analgesics"
"46559"	"19486711000001102"	"00229021"	"Fencino 12micrograms/hour transdermal patches (Ethypharm UK Ltd)"	"Fentanyl"	"12microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"46560"	"19487111000001100"	"00233021"	"Fencino 50micrograms/hour transdermal patches (Ethypharm UK Ltd)"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"46657"	"19487311000001103"	"00235021"	"Fencino 75micrograms/hour transdermal patches (Ethypharm UK Ltd)"	"Fentanyl"	"75microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"46658"	"19487511000001109"	"00237021"	"Fencino 100micrograms/hour transdermal patches (Ethypharm UK Ltd)"	"Fentanyl"	"100microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"46733"	"19486911000001100"	"00231021"	"Fencino 25micrograms/hour transdermal patches (Ethypharm UK Ltd)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"47413"	"182685001000027102"	"72774020"	"Fentanyl 75micrograms/hr Transdermal patch (Sandoz Ltd)"	"Fentanyl"	"75microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"47759"	"17674111000001105"	"98961020"	"Fentanyl 400micrograms/dose nasal spray"	"Fentanyl citrate"	"400microgram/1dose"	"Spray"	"Nasal"	"04070200"	"Opioid Analgesics"
"48183"	"3983011000001109"	"73996020"	"Fentanyl 100micrograms/2ml solution for injection ampoules (Martindale Pharmaceuticals Ltd)"	"Fentanyl citrate"	"50microgram/1ml"	"Solution for injection"	"Intramuscular/Intravenous"	"04070200/15010403"	"Opioid Analgesics/Opioid Analgesics (in Anaesthesia)"
"48571"	"15049811000001106"	"09330020"	"Durogesic DTrans 50micrograms transdermal patches (Waymade Healthcare Plc)"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"50671"	"11474811000001102"	"21754020"	"Fentanyl 12micrograms/hour transdermal patches (A A H Pharmaceuticals Ltd)"	"Fentanyl"	"12microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"50929"	"16565111000001108"	"21756020"	"Durogesic DTrans 12micrograms transdermal patches (Mawdsley-Brooks & Company Ltd)"	"Fentanyl"	"12microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"51235"	"17906011000001106"	"09327020"	"Fentanyl 25micrograms/hour transdermal patches (Phoenix Healthcare Distribution Ltd)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"52178"	"10683611000001101"	"09349020"	"Fentanyl 100micrograms/2ml solution for injection ampoules (AMCo)"	"Fentanyl citrate"	"50microgram/1ml"	"Solution for injection"	"Intramuscular/Intravenous"	"04070200/15010403"	"Opioid Analgesics/Opioid Analgesics (in Anaesthesia)"
"54979"	"9708711000001107"	"71753020"	"Fentanyl 50micrograms/hour transdermal patches (A A H Pharmaceuticals Ltd)"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"55752"	"17906611000001104"	"09345020"	"Fentanyl 100micrograms/hour transdermal patches (Phoenix Healthcare Distribution Ltd)"	"Fentanyl"	"100microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"56670"	"15085711000001107"	"09325020"	"Fentanyl 25micrograms/hour transdermal patches (Sigma Pharmaceuticals Plc)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"59057"	"23560211000001104"	"20689021"	"Fentanyl 400microgram buccal films sugar free"	"Fentanyl citrate"	"400microgram"	"Buccal film"	"Buccal"	"04070200"	"Opioid Analgesics"
"59443"	"23560111000001105"	"20687021"	"Fentanyl 200microgram buccal films sugar free"	"Fentanyl citrate"	"200microgram"	"Buccal film"	"Buccal"	"04070200"	"Opioid Analgesics"
"59482"	"23707711000001107"	"21649021"	"Fentanyl 37.5microgram/hour transdermal patches"	"Fentanyl"	"37.5microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"59490"	"23682311000001104"	"21650021"	"Mezolar Matrix 37.5microgram/hour transdermal patches (Sandoz Ltd)"	"Fentanyl"	"37.5microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"59678"	"3982611000001107"	"09347020"	"Fentanyl 100micrograms/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"	"Fentanyl citrate"	"50microgram/1ml"	"Solution for injection"	"Intramuscular/Intravenous"	"04070200/15010403"	"Opioid Analgesics/Opioid Analgesics (in Anaesthesia)"
"60296"	"333990005"	"84930020"	"Remifentanil 5mg powder for solution for injection vials"	"Remifentanyl hydrochloride"	"5mg"	"Powder for solution for injection"	"Intravenous"	"15010403"	"Opioid Analgesics (in Anaesthesia)"
"60477"	"9708511000001102"	"71714020"	"Fentanyl 25micrograms/hour transdermal patches (A A H Pharmaceuticals Ltd)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"60766"	"23594911000001101"	"20266021"	"Fentanyl 25micrograms/hour transdermal patches (Waymade Healthcare Plc)"	"Fentanyl"	"25microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"61086"	"23449411000001109"	"20344021"	"Opiodur 12micrograms/hour transdermal patches (Pfizer Ltd)"	"Fentanyl"	"12microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"61156"	"23594711000001103"	"20345021"	"Fentanyl 12micrograms/hour transdermal patches (Waymade Healthcare Plc)"	"Fentanyl"	"12microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"61305"	"24560811000001101"	"25534021"	"Mylafent 75micrograms/hour transdermal patches (Mylan)"	"Fentanyl"	"75microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"61708"	"24407111000001101"	"24153021"	"Recivit 267microgram sublingual tablets (Grunenthal Ltd)"	"Fentanyl citrate"	"267microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"63139"	"23916411000001106"	"21931021"	"Fentanyl 12micrograms/hour transdermal patches (Phoenix Healthcare Distribution Ltd)"	"Fentanyl"	"12microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"63340"	"24446611000001102"	"24150021"	"Fentanyl 133microgram sublingual tablets sugar free"	"Fentanyl citrate"	"133microgram"	"Sublingual tablet"	"Sublingual"	"04070200"	"Opioid Analgesics"
"63398"	"22485311000001100"	"16370021"	"Fentanyl 2.5mg/50ml solution for infusion vials"	"Fentanyl citrate"	"50microgram/1ml"	"Solution for infusion"	"Intravenous"	"04070200/15010403"	"Opioid Analgesics/Opioid Analgesics (in Anaesthesia)"
"65168"	"24560211000001102"	"25620021"	"Mylafent 12micrograms/hour transdermal patches (Mylan)"	"Fentanyl"	"12microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
"65359"	"24560611000001100"	"25533021"	"Mylafent 50micrograms/hour transdermal patches (Mylan)"	"Fentanyl"	"50microgram/1hour"	"Transdermal patch"	"Transdermal"	"04070200"	"Opioid Analgesics"
